IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,MINDY2,MINDY2,BORA,BORA,BORA,BORA,TTC9,TTC9,BORA,BORA,BORA,BORA,,,BORA,BORA,ADGRG1,ADGRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF111,RNF111,DIS3,DIS3,DIS3,DIS3,MAP3K9,MAP3K9,DIS3,DIS3,DIS3,DIS3,,,DIS3,DIS3,KATNB1,KATNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLTM,SLTM,PIBF1,PIBF1,PIBF1,PIBF1,AC004816.1,AC004816.1,PIBF1,PIBF1,PIBF1,PIBF1,,,PIBF1,PIBF1,KIFC3,KIFC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCNB2,CCNB2,KLF12,KLF12,KLF12,KLF12,PCNX1,PCNX1,KLF12,KLF12,KLF12,KLF12,,,KLF12,KLF12,CNGB1,CNGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO1E,MYO1E,TBC1D4,TBC1D4,TBC1D4,TBC1D4,AC004825.3,AC004825.3,TBC1D4,TBC1D4,TBC1D4,TBC1D4,,,TBC1D4,TBC1D4,USB1,USB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM81A,FAM81A,COMMD6,COMMD6,COMMD6,COMMD6,SIPA1L1,SIPA1L1,COMMD6,COMMD6,COMMD6,COMMD6,,,COMMD6,COMMD6,MMP15,MMP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GTF2A2,GTF2A2,UCHL3,UCHL3,UCHL3,UCHL3,RGS6,RGS6,UCHL3,UCHL3,UCHL3,UCHL3,,,UCHL3,UCHL3,CFAP20,CFAP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BNIP2,BNIP2,LMO7-AS1,LMO7-AS1,LMO7-AS1,LMO7-AS1,DPF3,DPF3,LMO7-AS1,LMO7-AS1,LMO7-AS1,LMO7-AS1,,,LMO7-AS1,LMO7-AS1,AC009107.2,AC009107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANXA2,ANXA2,LMO7,LMO7,LMO7,LMO7,DCAF4,DCAF4,LMO7,LMO7,LMO7,LMO7,,,LMO7,LMO7,CSNK2A2,CSNK2A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ICE2,ICE2,CLN5,CLN5,CLN5,CLN5,ZFYVE1,ZFYVE1,CLN5,CLN5,CLN5,CLN5,,,CLN5,CLN5,CCDC113,CCDC113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RORA-AS1,RORA-AS1,FBXL3,FBXL3,FBXL3,FBXL3,RBM25,RBM25,FBXL3,FBXL3,FBXL3,FBXL3,,,FBXL3,FBXL3,NDRG4,NDRG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RORA,RORA,MYCBP2-AS1,MYCBP2-AS1,MYCBP2-AS1,MYCBP2-AS1,PSEN1,PSEN1,MYCBP2-AS1,MYCBP2-AS1,MYCBP2-AS1,MYCBP2-AS1,,,MYCBP2-AS1,MYCBP2-AS1,SETD6,SETD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC012404.1,AC012404.1,MYCBP2,MYCBP2,MYCBP2,MYCBP2,NUMB,NUMB,MYCBP2,MYCBP2,MYCBP2,MYCBP2,,,MYCBP2,MYCBP2,CNOT1,CNOT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC009554.1,AC009554.1,SLAIN1,SLAIN1,SLAIN1,SLAIN1,HEATR4,HEATR4,SLAIN1,SLAIN1,SLAIN1,SLAIN1,,,SLAIN1,SLAIN1,SLC38A7,SLC38A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VPS13C,VPS13C,EDNRB,EDNRB,EDNRB,EDNRB,RIOX1,RIOX1,EDNRB,EDNRB,EDNRB,EDNRB,,,EDNRB,EDNRB,GOT2,GOT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TLN2,TLN2,OBI1,OBI1,OBI1,OBI1,AC005225.3,AC005225.3,OBI1,OBI1,OBI1,OBI1,,,OBI1,OBI1,CDH8,CDH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPM1,TPM1,RBM26,RBM26,RBM26,RBM26,AC005225.2,AC005225.2,RBM26,RBM26,RBM26,RBM26,,,RBM26,RBM26,CDH11,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LACTB,LACTB,NDFIP2,NDFIP2,NDFIP2,NDFIP2,DNAL1,DNAL1,NDFIP2,NDFIP2,NDFIP2,NDFIP2,,,NDFIP2,NDFIP2,TK2,TK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS27L,RPS27L,SPRY2,SPRY2,SPRY2,SPRY2,PNMA1,PNMA1,SPRY2,SPRY2,SPRY2,SPRY2,,,SPRY2,SPRY2,CKLF,CKLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB8B,RAB8B,AL445255.1,AL445255.1,AL445255.1,AL445255.1,ELMSAN1,ELMSAN1,AL445255.1,AL445255.1,AL445255.1,AL445255.1,,,AL445255.1,AL445255.1,CMTM1,CMTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APH1B,APH1B,SLITRK1,SLITRK1,SLITRK1,SLITRK1,PTGR2,PTGR2,SLITRK1,SLITRK1,SLITRK1,SLITRK1,,,SLITRK1,SLITRK1,CMTM3,CMTM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CA12,CA12,AL162493.1,AL162493.1,AL162493.1,AL162493.1,ZNF410,ZNF410,AL162493.1,AL162493.1,AL162493.1,AL162493.1,,,AL162493.1,AL162493.1,CMTM4,CMTM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP3,USP3,SLITRK6,SLITRK6,SLITRK6,SLITRK6,AC005480.1,AC005480.1,SLITRK6,SLITRK6,SLITRK6,SLITRK6,,,SLITRK6,SLITRK6,DYNC1LI2,DYNC1LI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP3-AS1,USP3-AS1,SLITRK5,SLITRK5,SLITRK5,SLITRK5,FAM161B,FAM161B,SLITRK5,SLITRK5,SLITRK5,SLITRK5,,,SLITRK5,SLITRK5,AC018557.3,AC018557.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HERC1,HERC1,MIR17HG,MIR17HG,MIR17HG,MIR17HG,COQ6,COQ6,MIR17HG,MIR17HG,MIR17HG,MIR17HG,,,MIR17HG,MIR17HG,NAE1,NAE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC073167.1,AC073167.1,GPC5,GPC5,GPC5,GPC5,ENTPD5,ENTPD5,GPC5,GPC5,GPC5,GPC5,,,GPC5,GPC5,CIAO2B,CIAO2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CIAO2A,CIAO2A,GPC6,GPC6,GPC6,GPC6,BBOF1,BBOF1,GPC6,GPC6,GPC6,GPC6,,,GPC6,GPC6,CES2,CES2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNX1,SNX1,TGDS,TGDS,TGDS,TGDS,ALDH6A1,ALDH6A1,TGDS,TGDS,TGDS,TGDS,,,TGDS,TGDS,CBFB,CBFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPIB,PPIB,GPR180,GPR180,GPR180,GPR180,LIN52,LIN52,GPR180,GPR180,GPR180,GPR180,,,GPR180,GPR180,C16orf70,C16orf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSNK1G1,CSNK1G1,LINC00391,LINC00391,LINC00391,LINC00391,ABCD4,ABCD4,LINC00391,LINC00391,LINC00391,LINC00391,,,LINC00391,LINC00391,NOL3,NOL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PCLAF,PCLAF,SOX21-AS1,SOX21-AS1,SOX21-AS1,SOX21-AS1,NPC2,NPC2,SOX21-AS1,SOX21-AS1,SOX21-AS1,SOX21-AS1,,,SOX21-AS1,SOX21-AS1,KIAA0895L,KIAA0895L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIP4,TRIP4,SOX21,SOX21,SOX21,SOX21,ISCA2,ISCA2,SOX21,SOX21,SOX21,SOX21,,,SOX21,SOX21,E2F4,E2F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF609,ZNF609,ABCC4,ABCC4,ABCC4,ABCC4,AREL1,AREL1,ABCC4,ABCC4,ABCC4,ABCC4,,,ABCC4,ABCC4,TMEM208,TMEM208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAZ2,OAZ2,DZIP1,DZIP1,DZIP1,DZIP1,FCF1,FCF1,DZIP1,DZIP1,DZIP1,DZIP1,,,DZIP1,DZIP1,ZDHHC1,ZDHHC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC100830.1,AC100830.1,DNAJC3-DT,DNAJC3-DT,DNAJC3-DT,DNAJC3-DT,YLPM1,YLPM1,DNAJC3-DT,DNAJC3-DT,DNAJC3-DT,DNAJC3-DT,,,DNAJC3-DT,DNAJC3-DT,ATP6V0D1,ATP6V0D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIF1,PIF1,DNAJC3,DNAJC3,DNAJC3,DNAJC3,DLST,DLST,DNAJC3,DNAJC3,DNAJC3,DNAJC3,,,DNAJC3,DNAJC3,RIPOR1,RIPOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANKDD1A,ANKDD1A,UGGT2,UGGT2,UGGT2,UGGT2,RPS6KL1,RPS6KL1,UGGT2,UGGT2,UGGT2,UGGT2,,,UGGT2,UGGT2,CTCF,CTCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPG21,SPG21,HS6ST3,HS6ST3,HS6ST3,HS6ST3,EIF2B2,EIF2B2,HS6ST3,HS6ST3,HS6ST3,HS6ST3,,,HS6ST3,HS6ST3,CARMIL2,CARMIL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MTFMT,MTFMT,MBNL2,MBNL2,MBNL2,MBNL2,MLH3,MLH3,MBNL2,MBNL2,MBNL2,MBNL2,,,MBNL2,MBNL2,ACD,ACD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBAP1L,UBAP1L,AL442067.3,AL442067.3,AL442067.3,AL442067.3,ACYP1,ACYP1,AL442067.3,AL442067.3,AL442067.3,AL442067.3,,,AL442067.3,AL442067.3,PARD6A,PARD6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDCD7,PDCD7,RAP2A,RAP2A,RAP2A,RAP2A,NEK9,NEK9,RAP2A,RAP2A,RAP2A,RAP2A,,,RAP2A,RAP2A,ENKD1,ENKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLPX,CLPX,IPO5,IPO5,IPO5,IPO5,TMED10,TMED10,IPO5,IPO5,IPO5,IPO5,,,IPO5,IPO5,GFOD2,GFOD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PARP16,PARP16,FARP1,FARP1,FARP1,FARP1,FOS,FOS,FARP1,FARP1,FARP1,FARP1,,,FARP1,FARP1,RANBP10,RANBP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IGDCC3,IGDCC3,STK24,STK24,STK24,STK24,TTLL5,TTLL5,STK24,STK24,STK24,STK24,,,STK24,STK24,CENPT,CENPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IGDCC4,IGDCC4,DOCK9,DOCK9,DOCK9,DOCK9,ERG28,ERG28,DOCK9,DOCK9,DOCK9,DOCK9,,,DOCK9,DOCK9,THAP11,THAP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DPP8,DPP8,UBAC2,UBAC2,UBAC2,UBAC2,AF107885.2,AF107885.2,UBAC2,UBAC2,UBAC2,UBAC2,,,UBAC2,UBAC2,NUTF2,NUTF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HACD3,HACD3,TM9SF2,TM9SF2,TM9SF2,TM9SF2,IFT43,IFT43,TM9SF2,TM9SF2,TM9SF2,TM9SF2,,,TM9SF2,TM9SF2,EDC4,EDC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INTS14,INTS14,CLYBL,CLYBL,CLYBL,CLYBL,GPATCH2L,GPATCH2L,CLYBL,CLYBL,CLYBL,CLYBL,,,CLYBL,CLYBL,PSKH1,PSKH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DENND4A,DENND4A,AL137139.2,AL137139.2,AL137139.2,AL137139.2,AC007376.2,AC007376.2,AL137139.2,AL137139.2,AL137139.2,AL137139.2,,,AL137139.2,AL137139.2,PSMB10,PSMB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB11A,RAB11A,ZIC5,ZIC5,ZIC5,ZIC5,VASH1,VASH1,ZIC5,ZIC5,ZIC5,ZIC5,,,ZIC5,ZIC5,DUS2,DUS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEGF11,MEGF11,ZIC2,ZIC2,ZIC2,ZIC2,ANGEL1,ANGEL1,ZIC2,ZIC2,ZIC2,ZIC2,,,ZIC2,ZIC2,DDX28,DDX28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIS3L,DIS3L,PCCA-DT,PCCA-DT,PCCA-DT,PCCA-DT,IRF2BPL,IRF2BPL,PCCA-DT,PCCA-DT,PCCA-DT,PCCA-DT,,,PCCA-DT,PCCA-DT,NFATC3,NFATC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIPIN,TIPIN,PCCA,PCCA,PCCA,PCCA,CIPC,CIPC,PCCA,PCCA,PCCA,PCCA,,,PCCA,PCCA,PLA2G15,PLA2G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAP2K1,MAP2K1,TMTC4,TMTC4,TMTC4,TMTC4,TMEM63C,TMEM63C,TMTC4,TMTC4,TMTC4,TMTC4,,,TMTC4,TMTC4,SLC7A6,SLC7A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNAPC5,SNAPC5,NALCN,NALCN,NALCN,NALCN,POMT2,POMT2,NALCN,NALCN,NALCN,NALCN,,,NALCN,NALCN,SLC7A6OS,SLC7A6OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL4,RPL4,FGF14,FGF14,FGF14,FGF14,GSTZ1,GSTZ1,FGF14,FGF14,FGF14,FGF14,,,FGF14,FGF14,PRMT7,PRMT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZWILCH,ZWILCH,TPP2,TPP2,TPP2,TPP2,TMED8,TMED8,TPP2,TPP2,TPP2,TPP2,,,TPP2,TPP2,SMPD3,SMPD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMAD3,SMAD3,TEX30,TEX30,TEX30,TEX30,VIPAS39,VIPAS39,TEX30,TEX30,TEX30,TEX30,,,TEX30,TEX30,ZFP90,ZFP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AAGAB,AAGAB,POGLUT2,POGLUT2,POGLUT2,POGLUT2,AHSA1,AHSA1,POGLUT2,POGLUT2,POGLUT2,POGLUT2,,,POGLUT2,POGLUT2,CDH3,CDH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IQCH,IQCH,BIVM,BIVM,BIVM,BIVM,SPTLC2,SPTLC2,BIVM,BIVM,BIVM,BIVM,,,BIVM,BIVM,TANGO6,TANGO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IQCH-AS1,IQCH-AS1,ERCC5,ERCC5,ERCC5,ERCC5,ALKBH1,ALKBH1,ERCC5,ERCC5,ERCC5,ERCC5,,,ERCC5,ERCC5,UTP4,UTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C15orf61,C15orf61,AL138701.2,AL138701.2,AL138701.2,AL138701.2,SLIRP,SLIRP,AL138701.2,AL138701.2,AL138701.2,AL138701.2,,,AL138701.2,AL138701.2,SNTB2,SNTB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAP2K5,MAP2K5,EFNB2,EFNB2,EFNB2,EFNB2,SNW1,SNW1,EFNB2,EFNB2,EFNB2,EFNB2,,,EFNB2,EFNB2,VPS4A,VPS4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIAS1,PIAS1,AL138689.2,AL138689.2,AL138689.2,AL138689.2,ADCK1,ADCK1,AL138689.2,AL138689.2,AL138689.2,AL138689.2,,,AL138689.2,AL138689.2,COG8,COG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLN6,CLN6,ARGLU1,ARGLU1,ARGLU1,ARGLU1,NRXN3,NRXN3,ARGLU1,ARGLU1,ARGLU1,ARGLU1,,,ARGLU1,ARGLU1,NIP7,NIP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FEM1B,FEM1B,FAM155A,FAM155A,FAM155A,FAM155A,AC008056.2,AC008056.2,FAM155A,FAM155A,FAM155A,FAM155A,,,FAM155A,FAM155A,TERF2,TERF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CORO2B,CORO2B,LIG4,LIG4,LIG4,LIG4,AC008056.1,AC008056.1,LIG4,LIG4,LIG4,LIG4,,,LIG4,LIG4,CYB5B,CYB5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANP32A,ANP32A,ABHD13,ABHD13,ABHD13,ABHD13,DIO2,DIO2,ABHD13,ABHD13,ABHD13,ABHD13,,,ABHD13,ABHD13,NFAT5,NFAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPESP1,SPESP1,MYO16,MYO16,MYO16,MYO16,CEP128,CEP128,MYO16,MYO16,MYO16,MYO16,,,MYO16,MYO16,NOB1,NOB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLCE,GLCE,IRS2,IRS2,IRS2,IRS2,AC007262.2,AC007262.2,IRS2,IRS2,IRS2,IRS2,,,IRS2,IRS2,WWP2,WWP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF23,KIF23,COL4A1,COL4A1,COL4A1,COL4A1,GTF2A1,GTF2A1,COL4A1,COL4A1,COL4A1,COL4A1,,,COL4A1,COL4A1,PDPR,PDPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPLP1,RPLP1,COL4A2,COL4A2,COL4A2,COL4A2,STON2,STON2,COL4A2,COL4A2,COL4A2,COL4A2,,,COL4A2,COL4A2,EXOSC6,EXOSC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TLE3,TLE3,NAXD,NAXD,NAXD,NAXD,SEL1L,SEL1L,NAXD,NAXD,NAXD,NAXD,,,NAXD,NAXD,AARS,AARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UACA,UACA,CARS2,CARS2,CARS2,CARS2,LINC02301,LINC02301,CARS2,CARS2,CARS2,CARS2,,,CARS2,CARS2,DDX19B,DDX19B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LARP6,LARP6,ING1,ING1,ING1,ING1,FLRT2,FLRT2,ING1,ING1,ING1,ING1,,,ING1,ING1,AC012184.3,AC012184.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LRRC49,LRRC49,ANKRD10,ANKRD10,ANKRD10,ANKRD10,GALC,GALC,ANKRD10,ANKRD10,ANKRD10,ANKRD10,,,ANKRD10,ANKRD10,DDX19A,DDX19A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,THSD4,THSD4,ARHGEF7,ARHGEF7,ARHGEF7,ARHGEF7,KCNK10,KCNK10,ARHGEF7,ARHGEF7,ARHGEF7,ARHGEF7,,,ARHGEF7,ARHGEF7,ST3GAL2,ST3GAL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,THSD4-AS1,THSD4-AS1,TEX29,TEX29,TEX29,TEX29,SPATA7,SPATA7,TEX29,TEX29,TEX29,TEX29,,,TEX29,TEX29,COG4,COG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO9A,MYO9A,AL359649.1,AL359649.1,AL359649.1,AL359649.1,PTPN21,PTPN21,AL359649.1,AL359649.1,AL359649.1,AL359649.1,,,AL359649.1,AL359649.1,SF3B3,SF3B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC022872.1,AC022872.1,LINC00354,LINC00354,LINC00354,LINC00354,ZC3H14,ZC3H14,LINC00354,LINC00354,LINC00354,LINC00354,,,LINC00354,LINC00354,MTSS2,MTSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SENP8,SENP8,SOX1-OT,SOX1-OT,SOX1-OT,SOX1-OT,EML5,EML5,SOX1-OT,SOX1-OT,SOX1-OT,SOX1-OT,,,SOX1-OT,SOX1-OT,VAC14,VAC14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PKM,PKM,SOX1,SOX1,SOX1,SOX1,TTC8,TTC8,SOX1,SOX1,SOX1,SOX1,,,SOX1,SOX1,HYDIN,HYDIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PARP6,PARP6,TUBGCP3,TUBGCP3,TUBGCP3,TUBGCP3,FOXN3,FOXN3,TUBGCP3,TUBGCP3,TUBGCP3,TUBGCP3,,,TUBGCP3,TUBGCP3,CMTR2,CMTR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC009690.2,AC009690.2,ATP11A,ATP11A,ATP11A,ATP11A,AL357093.2,AL357093.2,ATP11A,ATP11A,ATP11A,ATP11A,,,ATP11A,ATP11A,CALB2,CALB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELF6,CELF6,MCF2L,MCF2L,MCF2L,MCF2L,AL356805.1,AL356805.1,MCF2L,MCF2L,MCF2L,MCF2L,,,MCF2L,MCF2L,ZNF23,ZNF23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEXA,HEXA,PCID2,PCID2,PCID2,PCID2,EFCAB11,EFCAB11,PCID2,PCID2,PCID2,PCID2,,,PCID2,PCID2,ZNF19,ZNF19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARIH1,ARIH1,CUL4A,CUL4A,CUL4A,CUL4A,TDP1,TDP1,CUL4A,CUL4A,CUL4A,CUL4A,,,CUL4A,CUL4A,PHLPP2,PHLPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BBS4,BBS4,LAMP1,LAMP1,LAMP1,LAMP1,PSMC1,PSMC1,LAMP1,LAMP1,LAMP1,LAMP1,,,LAMP1,LAMP1,AP1G1,AP1G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADPGK,ADPGK,GRTP1,GRTP1,GRTP1,GRTP1,NRDE2,NRDE2,GRTP1,GRTP1,GRTP1,GRTP1,,,GRTP1,GRTP1,IST1,IST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEO1,NEO1,DCUN1D2,DCUN1D2,DCUN1D2,DCUN1D2,CALM1,CALM1,DCUN1D2,DCUN1D2,DCUN1D2,DCUN1D2,,,DCUN1D2,DCUN1D2,ZNF821,ZNF821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HCN4,HCN4,TMCO3,TMCO3,TMCO3,TMCO3,TTC7B,TTC7B,TMCO3,TMCO3,TMCO3,TMCO3,,,TMCO3,TMCO3,DHODH,DHODH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NPTN,NPTN,AL442125.1,AL442125.1,AL442125.1,AL442125.1,RPS6KA5,RPS6KA5,AL442125.1,AL442125.1,AL442125.1,AL442125.1,,,AL442125.1,AL442125.1,TXNL4B,TXNL4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CD276,CD276,TFDP1,TFDP1,TFDP1,TFDP1,DGLUCY,DGLUCY,TFDP1,TFDP1,TFDP1,TFDP1,,,TFDP1,TFDP1,DHX38,DHX38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STOML1,STOML1,GAS6,GAS6,GAS6,GAS6,CCDC88C,CCDC88C,GAS6,GAS6,GAS6,GAS6,,,GAS6,GAS6,LINC01572,LINC01572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
