IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,,,,,,,RPS27L,CCDC82,,ATP5PF,,,,,,,,TERF2IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNAPC5,RAB39A,,APP,,,,,,,,SNAI3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPLP1,ZC3H12C,,AP001442.1,,,,,,,,VPS9D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UACA,CADM1,,CCT8,,,,,,,,ZZEF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PKM,PCSK7,,GRIK1,,,,,,,,SPNS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CRABP1,RNF214,,TIAM1,,,,,,,,AC087500.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GOLGA6L10,DSCAML1,,SOD1,,,,,,,,NTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC01579,KMT2A,,URB1,,,,,,,,COX10-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC012409.2,MIR100HG,,SYNJ1,,,,,,,,TOM1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC087477.2,SCN3B,,PAXBP1-AS1,,,,,,,,TVP23B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NME4,FEZ1,,PAXBP1,,,,,,,,AKAP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C16orf91,KIRREL3,,C21orf62-AS1,,,,,,,,SPECC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NME3,AP001783.1,,C21orf62,,,,,,,,SARM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAHD1,IGSF9B,,IFNAR2,,,,,,,,FAM222B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS2,CACNA1C,,IFNAR1,,,,,,,,SEZ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TBL3,PARP11,,IFNGR2,,,,,,,,ABHD15-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SLC9A3R2,GALNT8,,TMEM50B,,,,,,,,SSH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NTHL1,KCNA5,,GART,,,,,,,,CDK5R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,THOC6,CD27-AS1,,SON,,,,,,,,RFFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CLUAP1,GPR162,,DONSON,,,,,,,,STAT5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DEXI,C12orf57,,CRYZL1,,,,,,,,ATP6V0A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RSL1D1,PTPRO,,ITSN1,,,,,,,,EZH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ABCC1,DERA,,MRPS6,,,,,,,,RUNDC3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS15A,RECQL,,RCAN1,,,,,,,,MAPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KNOP1,CMAS,,RUNX1,,,,,,,,ARL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IQCK,C2CD5,,CHAF1B,,,,,,,,CACNA1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EARS2,DDX11-AS1,,HLCS,,,,,,,,SPAG9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRKCB,DENND5B,,PIGP,,,,,,,,ANKFN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ORAI3,SYT10,,TTC3,,,,,,,,MSI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VKORC1,KIF21A,,VPS26C,,,,,,,,USP32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF423,SLC2A13,,DYRK1A,,,,,,,,AC005972.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BRD7,ASB8,,KCNJ6,,,,,,,,TANC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPGRIP1L,CCDC184,,ETS2,,,,,,,,AC006270.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CCDC113,CACNB3,,PSMG1,,,,,,,,AC015923.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SLC7A6OS,AC011603.2,,BRWD1,,,,,,,,SMURF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NIP7,ASIC1,,GET1,,,,,,,,CACNG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOB1,DIP2B,,DSCAM,,,,,,,,HELZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HYDIN,POU6F1,,BACE2,,,,,,,,PITPNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WDR59,SCN8A,,ABCG1,,,,,,,,MGAT5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM170A,AC076968.2,,SLC37A1,,,,,,,,AC016168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADAMTS18,MYL6,,AP001628.1,,,,,,,,MTCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C16orf46,R3HDM2,,NDUFV3,,,,,,,,RAB31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPG7,KIF5A,,PKNOX1,,,,,,,,ESCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL13,B4GALNT1,,RRP1B,,,,,,,,ASXL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PITPNA,AC025165.2,,PDXK,,,,,,,,FHOD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CTNS,SLC16A7,,CSTB,,,,,,,,CELF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DHX33,SRGAP1,,AGPAT3,,,,,,,,SETBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ACADVL,AC020611.2,,TRAPPC10,,,,,,,,RNF165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF5A,GRIP1,,GATD3A,,,,,,,,ST8SIA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EFNB3,RAB3IP,,CFAP410,,,,,,,,LIPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DNAH2,TRHDE,,UBE2G2,,,,,,,,MEX3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL26,NAV3,,PTTG1IP,,,,,,,,NEDD4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNHG29,TMTC2,,ADARB1,,,,,,,,ZNF532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,B9D1,MGAT4C,,POFUT2,,,,,,,,LINC01896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LHX1-DT,KITLG,,COL6A1,,,,,,,,SALL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LHX1,SOCS2,,FTCD,,,,,,,,SHC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPL45,ANKS1B,,LSS,,,,,,,,AMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL19,ASCL1,,MCM3AP-AS1,,,,,,,,CELF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P3H4,HCFC2,,MCM3AP,,,,,,,,ATCAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VPS25,SLC41A2,,DIP2A,,,,,,,,DAPK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DUSP3,WSCD2,,TMEM191B,,,,,,,,CDKN2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FZD2,SVOP,,CDC45,,,,,,,,ELAVL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EFCAB13,UNG,,RTL10,,,,,,,,ZNF491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPL10,FAM222A,,MED15,,,,,,,,MAST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC004797.1,VPS29,,PI4KA,,,,,,,,EPS15L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAM117A,HECTD4,,CHCHD10,,,,,,,,UNC13A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RSAD1,DTX1,,LRRC75B,,,,,,,,RAB3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NME2,KSR2,,SEZ6L,,,,,,,,NCAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C17orf67,WSB2,,TPST2,,,,,,,,VSTM2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MKS1,TAOK3,,THOC5,,,,,,,,FXYD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,POLG2,SRRM4,,TBC1D10A,,,,,,,,DLL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SDK2,BICDL1,,PIK3IP1-AS1,,,,,,,,TTC9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BTBD17,COX6A1,,EIF4ENIF1,,,,,,,,ATP1A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPL38,CLIP1,,RFPL3S,,,,,,,,GRIK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNHG16,DNAH10OS,,TIMP3,,,,,,,,RTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LGALS3BP,STX2,,SNU13,,,,,,,,NOVA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RNF213-AS1,MICU2,,TRMU,,,,,,,,MEIS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MAFG-DT,AMER2,,ARHGAP6,,,,,,,,SLC8A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PYCR1,MTMR6,,MSL3,,,,,,,,PLA2G4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FASN,SLC46A3,,OFD1,,,,,,,,GRIN2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TBCD,PDS5B,,PDK3,,,,,,,,PTH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,APCDD1,DCLK1,,HDAC6,,,,,,,,CACNG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TTC39C,SMAD9,,SLC35A2,,,,,,,,CACNG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF521,TRPC4,,FAM156A,,,,,,,,SYT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC105114.2,LHFPL6,,MTMR8,,,,,,,,BRSK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC00907,ENOX1,,ZC3H12B,,,,,,,,ZNF552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PSTPIP2,LRCH1,,ZMYM3,,,,,,,,NRSN2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL17,DLEU2,,PHKA1,,,,,,,,SCRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC01917,TRIM13,,CHIC1,,,,,,,,C20orf194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC027097.2,KLF12,,DACH2,,,,,,,,CHGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ATP8B1,MYCBP2,,CSTF2,,,,,,,,LAMP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CDH20,SLAIN1,,CENPI,,,,,,,,PAK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,POLR2E,NDFIP2,,ARMCX2,,,,,,,,MACROD2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAM174C,SLITRK1,,TRPC5,,,,,,,,SLC24A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS15,AL162493.1,,XACT,,,,,,,,XKR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CSNK1G2,DOCK9,,SMARCA1,,,,,,,,AL109824.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MKNK2,FAM155A,,RAB33A,,,,,,,,TRPC4AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TIMM13,SOX1-OT,,HPRT1,,,,,,,,SLC32A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF554,NDRG2,,FAM122B,,,,,,,,PPP1R16B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPL54,CDH24,,SLC9A6,,,,,,,,MAFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EEF2,ZFHX2,,AL683813.1,,,,,,,,ZHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STAP2,AL139023.1,,PNCK,,,,,,,,L3MBTL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MYDGF,AKAP6,,MT-ND4,,,,,,,,GDAP1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL36,LRFN5,,,,,,,,,,RIMS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MICOS13,MDGA2,,,,,,,,,,CDH22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ALKBH7,LINC00648,,,,,,,,,,PHACTR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS28,L2HGDH,,,,,,,,,,MYT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF558,ATL1,,,,,,,,,,AP001347.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF3G,GNG2,,,,,,,,,,HSPA13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DNM2,TXNDC16,,,,,,,,,,NRIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM205,GPR137C,,,,,,,,,,USP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FBXW9,PELI2,,,,,,,,,,MIR99AHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GADD45GIP1,EXOC5,,,,,,,,,,NCAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C19orf53,ACTR10,,,,,,,,,,ATP5PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOTCH3,RTN1,,,,,,,,,,GABPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NR2F6,SYT16,,,,,,,,,,APP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM221,GPHN,,,,,,,,,,AP001442.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FCHO1,SMOC1,,,,,,,,,,LTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL18A,TTC9,,,,,,,,,,USP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SSBP4,RPS6KL1,,,,,,,,,,CCT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM161A,NRXN3,,,,,,,,,,BACH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MEF2B,AC008056.2,,,,,,,,,,SCAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RFXANK,AC008056.1,,,,,,,,,,HUNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC123912.1,FLRT2,,,,,,,,,,SYNJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF536,FOXN3,,,,,,,,,,PAXBP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHST8,CHGA,,,,,,,,,,PAXBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WTIP,UNC79,,,,,,,,,,IFNAR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF302,C14orf132,,,,,,,,,,IL10RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DYRK1B,BCL11B,,,,,,,,,,IFNAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FBL,AL160313.1,,,,,,,,,,IFNGR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,B9D2,EVL,,,,,,,,,,TMEM50B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS19,BEGAIN,,,,,,,,,,GART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PINLYP,KLC1,,,,,,,,,,SON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CCDC9,PPP1R13B,,,,,,,,,,DONSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOP53,AKT1,,,,,,,,,,CRYZL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL18,NUDT14,,,,,,,,,,ITSN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RUVBL2,NIPA1,,,,,,,,,,ATP5PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL13A,GABRB3,,,,,,,,,,MRPS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOSIP,GABRA5,,,,,,,,,,LINC00310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BCL2L12,OTUD7A,,,,,,,,,,RCAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRMT1,RYR3,,,,,,,,,,SETD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MED25,HAUS2,,,,,,,,,,DOP1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PNKP,MAP1A,,,,,,,,,,MORC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C19orf81,CKMT1B,,,,,,,,,,HLCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CLEC11A,CKMT1A,,,,,,,,,,TTC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS9,WDR76,,,,,,,,,,VPS26C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TTYH1,SEMA6D,,,,,,,,,,DYRK1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL28,AC023905.1,,,,,,,,,,KCNJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ISOC2,DUT,,,,,,,,,,BRWD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NAT14,SPPL2A,,,,,,,,,,HMGN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF580,DMXL2,,,,,,,,,,GET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF581,SCG3,,,,,,,,,,DSCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZSCAN5A,GNB5,,,,,,,,,,SLC37A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF587B,UNC13C,,,,,,,,,,PDE9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC008969.1,RFX7,,,,,,,,,,NDUFV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF497,TCF12,,,,,,,,,,PKNOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS5,HERC1,,,,,,,,,,RRP1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF584,ZNF609,,,,,,,,,,CSTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MZF1,DENND4A,,,,,,,,,,TRAPPC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPS26,PIAS1,,,,,,,,,,GATD3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C20orf27,CORO2B,,,,,,,,,,PFKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PLCB1,PARP6,,,,,,,,,,UBE2G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ESF1,ISLR2,,,,,,,,,,PTTG1IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ID1,AC010931.2,,,,,,,,,,FAM207A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHMP4B,RPP25,,,,,,,,,,LINC00205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ERGIC3,SCAMP5,,,,,,,,,,LSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KCNK15-AS1,SCAPER,,,,,,,,,,MCM3AP-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CTSA,LINGO1,,,,,,,,,,MCM3AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PLTP,AP3B2,,,,,,,,,,PCNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
